product brand,product name,price,store name
Unknown,"Bio Raw, The Shred",12.0,"Mclaughlin, Toronto"
Unknown,Turnips,2.92,"Mclaughlin, Toronto"
Paramount,Pistachios Lightly Salted,11.99,"Mclaughlin, Toronto"
Unknown,Abate Fetel Pears,1.58,"Mclaughlin, Toronto"
Unknown,Seafood Vinaigrette Salad,4.58,"Mclaughlin, Toronto"
Unknown,Bean Sprouts,2.49,"Mclaughlin, Toronto"
PC Organics,Organic Sweet Potatoes 3lb Bag,6.99,"Mclaughlin, Toronto"
Unknown,Greenbelt Organic Super Crunch,5.99,"Mclaughlin, Toronto"
Unknown,Cantaloupe Slices,6.0,"Mclaughlin, Toronto"
PC Organics,Organic Enoki Mushrooms,4.49,"Mclaughlin, Toronto"
Unknown,Spaghetti Squash,8.3,"Mclaughlin, Toronto"
President's Choice,Finger Hot Hot Peppers,4.99,"Mclaughlin, Toronto"
President's Choice,Poppyseed Pouch 44Ml,0.59,"Mclaughlin, Toronto"
Wholly Guacamole,Chunky Bowl,5.99,"Mclaughlin, Toronto"
Unknown,White Yams,6.05,"Mclaughlin, Toronto"
President's Choice,Green Thai Hot Peppers,4.99,"Mclaughlin, Toronto"
Unknown,Sweet Nantes Carrots,3.99,"Mclaughlin, Toronto"
Paramount,Pistachios No Shells Chili Roasted,8.99,"Mclaughlin, Toronto"
Unknown,Pomegranate,3.99,"Mclaughlin, Toronto"
Farmer's Market,Mandarin Oranges,4.99,"Mclaughlin, Toronto"
President's Choice,Ranch Pouch 44Ml,0.59,"Mclaughlin, Toronto"
Unknown,Greenbelt Organic Arugula,5.99,"Mclaughlin, Toronto"
Unknown,Avocado,2.99,"Mclaughlin, Toronto"
Bolthouse,Berry Boost Juice,4.99,"Mclaughlin, Toronto"
Renees,Dill Refrigerated Dip,5.99,"Mclaughlin, Toronto"
POM Wonderful,Super Tea Pomegranate Peach Passion White Tea,11.99,"Mclaughlin, Toronto"
Renees,French Onion Refrigerated Dip,5.99,"Mclaughlin, Toronto"
Farmer's Market,Red Potatoes 10lb Bag,6.99,"Mclaughlin, Toronto"
Wholly Guacamole,Minis,6.99,"Mclaughlin, Toronto"
Bolthouse,Strawberry Banana,4.99,"Mclaughlin, Toronto"
Bolthouse,Ginger Carrot Turmeric,9.99,"Mclaughlin, Toronto"
The Little Potato Company,Fresh Creamer Potatoes Smoked Salt,4.99,"Mclaughlin, Toronto"
Litehouse,Dip Organic Ranch,5.49,"Mclaughlin, Toronto"
President's Choice,Chopped Mexican Style Street Corn Salad Kit,6.99,"Mclaughlin, Toronto"
The Little Potato Company,Microwave Ready Garlic Parsley Potatoes,4.99,"Mclaughlin, Toronto"
No Name,Imperfect Apples,7.99,"Mclaughlin, Toronto"
Remedy,Organic Mango Passionfruit Kombucha,5.99,"Mclaughlin, Toronto"
Unknown,"Greenhouse Peppers, Yellow",2.2,"Mclaughlin, Toronto"
Unknown,Chinese Broccoli (gai lan),5.37,"Mclaughlin, Toronto"
Love Beets,Organic Cooked Beets,4.99,"Mclaughlin, Toronto"
Unknown,"Lemon Grass, 2 Pack",2.99,"Mclaughlin, Toronto"
Unknown,Yellow Onion,1.54,"Mclaughlin, Toronto"
Unknown,Endive,5.99,"Mclaughlin, Toronto"
Unknown,"Artichokes, Large",2.99,"Mclaughlin, Toronto"
PC Organics,Organic Thyme,2.99,"Mclaughlin, Toronto"
Unknown,Beta Sweet Carrots,5.99,"Mclaughlin, Toronto"
Unknown,Italian Eggplants,1.58,"Mclaughlin, Toronto"
Unknown,Yellow Beans,5.99,"Mclaughlin, Toronto"
Unknown,Rhubarb,6.99,"Mclaughlin, Toronto"
Unknown,Dandelion Greens,4.99,"Mclaughlin, Toronto"
Duda Farms,Duda Celery Sticks,5.99,"Mclaughlin, Toronto"
Gourmet Garden,Paste Thai Seasoning,5.99,"Mclaughlin, Toronto"
PC Organics,Organic Cauliflower,6.99,"Mclaughlin, Toronto"
Gourmet Garden,Paste Cilantro,5.99,"Mclaughlin, Toronto"
Gourmet Garden,Paste Lemongrass,5.99,"Mclaughlin, Toronto"
Unknown,Broccolini,3.99,"Mclaughlin, Toronto"
Unknown,Ataulfo Mango,1.99,"Mclaughlin, Toronto"
Marzetti,"Veggie Dip, Spinach",5.99,"Mclaughlin, Toronto"
Fresh Attitude,Spring Mix Salad with Toppings Single Sized,5.99,"Mclaughlin, Toronto"
Unknown,Sweet Onion,2.73,"Mclaughlin, Toronto"
Farmer's Market,Mini Carrots,4.99,"Mclaughlin, Toronto"
Unknown,"Mint, Fresh",1.99,"Mclaughlin, Toronto"
Unknown,Celery Hearts,5.99,"Mclaughlin, Toronto"
Unknown,Kale,3.99,"Mclaughlin, Toronto"
Unknown,Leeks,5.99,"Mclaughlin, Toronto"
Taylor Farms,"Chopped Salad Kit, Steakhouse",6.99,"Mclaughlin, Toronto"
Unknown,Organic Strawberries 1 LB,6.99,"Mclaughlin, Toronto"
7D,Dried Mangos,9.99,"Mclaughlin, Toronto"
Tiffany Gates,Tiffany Gate Feta Fiesta Kale Salad,2.29,"Mclaughlin, Toronto"
Loop,Morning Glory Juice,8.99,"Mclaughlin, Toronto"
GoodLeaf,Ontario Baby Spinach,5.99,"Mclaughlin, Toronto"
Marzetti,Caramel Dip Snack,6.49,"Mclaughlin, Toronto"
President's Choice,Dressing Blue Cheese,0.59,"Mclaughlin, Toronto"
Unknown,"Mini Bananas, Bunch",2.17,"Mclaughlin, Toronto"
Unknown,Navel Orange,2.31,"Mclaughlin, Toronto"
President's Choice,Seedless Lemons,5.99,"Mclaughlin, Toronto"
Unknown,Lavender & Elderflower Infused Lemonade,6.0,"Mclaughlin, Toronto"
No Name,"Roasted Peanuts, No Salt",6.99,"Mclaughlin, Toronto"
Bolthouse,Mocha Cappuccino,6.99,"Mclaughlin, Toronto"
PC Organics,Organic Carrots,4.69,"Mclaughlin, Toronto"
Manns,Snap Peas,8.99,"Mclaughlin, Toronto"
PC Organics,Organic Peppers,6.99,"Mclaughlin, Toronto"
Renees,Sweet Chili Refrigerated Dip,5.99,"Mclaughlin, Toronto"
Unknown,Pineapple,5.49,"Mclaughlin, Toronto"
Unknown,"Greenhouse Peppers, Orange",2.11,"Mclaughlin, Toronto"
Renees,Ranch Refrigerated Dip,5.99,"Mclaughlin, Toronto"
Farmer's Market,Navel Oranges,7.99,"Mclaughlin, Toronto"
Remedy,Org Kom Rasp Lemn 700Ml,5.99,"Mclaughlin, Toronto"
Remedy,Kombucha Ginger Lemon,5.99,"Mclaughlin, Toronto"
The Little Potato Company,Microwave Ready Lemon and Garden Herb Potatoes,4.99,"Mclaughlin, Toronto"
Bolthouse,Daily Greens,6.99,"Mclaughlin, Toronto"
Bolthouse,Vanilla Chai Tea,6.99,"Mclaughlin, Toronto"
Loop,Cold-Pressed Juice Magic Sip,8.99,"Mclaughlin, Toronto"
PC Organics,Romaine Lettuce Hearts,6.99,"Mclaughlin, Toronto"
President's Choice,Arugula,4.99,"Mclaughlin, Toronto"
No Name,Naturally Imperfect Avocados,9.99,"Mclaughlin, Toronto"
Unknown,Romaine Hearts,9.99,"Mclaughlin, Toronto"
President's Choice,Marjoram,2.99,"Mclaughlin, Toronto"
Unknown,Organic Curly Parsley,3.99,"Mclaughlin, Toronto"
Unknown,Lettuce Little Gem,5.99,"Mclaughlin, Toronto"
COVE,Organic Pink Grapefruit Smoothie,3.99,"Mclaughlin, Toronto"
Farmer's Market,Peaches,8.99,"Mclaughlin, Toronto"
Unknown,Organic Mint Potted,3.99,"Mclaughlin, Toronto"
Unknown,Sweet Baby Cauliflower,3.99,"Mclaughlin, Toronto"
Unknown,Baby Napa,6.59,"Mclaughlin, Toronto"
Gourmet Garden,Lightly Dried Basil,5.99,"Mclaughlin, Toronto"
President's Choice,Chipotle Chop Salad Kit,6.99,"Mclaughlin, Toronto"
Marzetti,"Veggie Dip, Light Ranch",5.99,"Mclaughlin, Toronto"
Gourmet Garden,Lightly Dried Parsley,5.99,"Mclaughlin, Toronto"
Unknown,Brussels Sprouts,0.3,"Mclaughlin, Toronto"
PC Organics,Organic Mint,2.99,"Mclaughlin, Toronto"
Unknown,Red Swiss Chard,3.99,"Mclaughlin, Toronto"
Unknown,"Red Beets, Bunched",4.99,"Mclaughlin, Toronto"
Unknown,Fresh Coconut Young,4.99,"Mclaughlin, Toronto"
Unknown,Watercress,2.49,"Mclaughlin, Toronto"
Unknown,Savoy Cabbage,4.28,"Mclaughlin, Toronto"
Unknown,Frisee Lettuce 2-pack,4.99,"Mclaughlin, Toronto"
Unknown,"Carrots, Bunched",3.99,"Mclaughlin, Toronto"
Unknown,Shanghai Bok Choy Jr.,3.95,"Mclaughlin, Toronto"
Unknown,Rapini,3.99,"Mclaughlin, Toronto"
Unknown,Organic Black Kale,4.99,"Mclaughlin, Toronto"
Unknown,Green Leaf Lettuce,3.99,"Mclaughlin, Toronto"
Gourmet Garden,Paste Ginger,5.99,"Mclaughlin, Toronto"
PC Organics,Organics Whole Shitake Mushrooms,4.99,"Mclaughlin, Toronto"
Gourmet Garden,Paste Chunky Garlic,5.99,"Mclaughlin, Toronto"
Gourmet Garden,Lightly Dried Cilantro,5.99,"Mclaughlin, Toronto"
Unknown,Organic Italian Parsley,3.99,"Mclaughlin, Toronto"
Unknown,Chinese Napa Cabbage,4.92,"Mclaughlin, Toronto"
Marzetti,Caramel Dip,5.99,"Mclaughlin, Toronto"
Unknown,Potato Baking Tray,4.99,"Mclaughlin, Toronto"
Unknown,Papaya,5.71,"Mclaughlin, Toronto"
Unknown,"Yellow Russet Potatoes, 10 Lbs",6.99,"Mclaughlin, Toronto"
Unknown,Buttercup Squash,10.06,"Mclaughlin, Toronto"
Unknown,White Onion,2.19,"Mclaughlin, Toronto"
Unknown,Acorn Squash,5.54,"Mclaughlin, Toronto"
Unknown,"Spinach, Bunched",3.49,"Mclaughlin, Toronto"
Unknown,"Chanterelle Mushrooms, Dried",5.99,"Mclaughlin, Toronto"
Dole,Chop Chop Kit Everything Caesar,6.99,"Mclaughlin, Toronto"
Unknown,Tomato Sugar Bomb,6.99,"Mclaughlin, Toronto"
Greenhouse,Inside Job,14.99,"Mclaughlin, Toronto"
President's Choice,Salted Virginia Peanuts,3.99,"Mclaughlin, Toronto"
Unknown,Bosc Pears,1.45,"Mclaughlin, Toronto"
Taylor Farms,"Chopped Salad Kit, Buffalo Ranch",6.99,"Mclaughlin, Toronto"
Unknown,Watermelon Cubed Small 300G,6.0,"Mclaughlin, Toronto"
President's Choice,Dressing Caesar,0.59,"Mclaughlin, Toronto"
PC Organics,Organic Yellow Potatoes,7.99,"Mclaughlin, Toronto"
Bolthouse,Green Goodness,4.99,"Mclaughlin, Toronto"
Paramount,"Wonderful Pistachios, Roasted & Salted",6.49,"Mclaughlin, Toronto"
Unknown,Chicken Salad,2.29,"Mclaughlin, Toronto"
Greenhouse,Lime Lemongrass Organic Kombucha,9.99,"Mclaughlin, Toronto"
Greenhouse,Collagen Booster Glow Multipack,14.99,"Mclaughlin, Toronto"
Unknown,Pineapple/Straws Large,10.0,"Mclaughlin, Toronto"
President's Choice,Vegetable Medley,5.49,"Mclaughlin, Toronto"
Greenhouse,Ginger Turmeric Organic Kombucha,9.99,"Mclaughlin, Toronto"
Unknown,Homestyle Coleslaw with Yogurt Dressing,2.29,"Mclaughlin, Toronto"
President's Choice,"Live Lettuce Green, 2-pack",5.99,"Mclaughlin, Toronto"
Bolthouse,C-Boost,6.99,"Mclaughlin, Toronto"
Well,Cold Pressed Juice Greens,5.99,"Mclaughlin, Toronto"
Loop,"Smoothie, Green Vibes",8.99,"Mclaughlin, Toronto"
Well,Cold Pressed Juice Played,5.99,"Mclaughlin, Toronto"
Unknown,Green Garlic,5.99,"Mclaughlin, Toronto"
Unknown,Organic English Cucumber,3.99,"Mclaughlin, Toronto"
Unknown,Horseradish,6.94,"Mclaughlin, Toronto"
Unknown,Organic Iceberg Lettuce,4.99,"Mclaughlin, Toronto"
Unknown,Shanghai Bok Choy,4.22,"Mclaughlin, Toronto"
Unknown,"Fresh Dill, Baby",3.99,"Mclaughlin, Toronto"
Unknown,Organic Beet Bunch,5.99,"Mclaughlin, Toronto"
Unknown,French Beans,5.99,"Mclaughlin, Toronto"
Unknown,Organic Rainbow Swiss Chard,4.99,"Mclaughlin, Toronto"
Unknown,Bean Runner,4.99,"Mclaughlin, Toronto"
Unknown,French Bean,8.99,"Mclaughlin, Toronto"
Unknown,Organic Brussel Sprouts,6.99,"Mclaughlin, Toronto"
Gourmet Garden,Paste Italian Herbs,5.99,"Mclaughlin, Toronto"
Unknown,Organic Green Dandelion,4.99,"Mclaughlin, Toronto"
Unknown,Organic French Beans,6.49,"Mclaughlin, Toronto"
PC Organics,Organic Broccoli,5.99,"Mclaughlin, Toronto"
Unknown,Radicchio Treviso,11.0,"Mclaughlin, Toronto"
Unknown,Parsnips 1lb Bag,5.99,"Mclaughlin, Toronto"
Unknown,Heirloom Tomatoes,2.42,"Mclaughlin, Toronto"
Unknown,Popeye Select Spinach,11.99,"Mclaughlin, Toronto"
Farmer's Market,Red Grapefruit,9.99,"Mclaughlin, Toronto"
The Little Potato Company,Oven BBQ Ready Garlic Herb Potatoes,4.99,"Mclaughlin, Toronto"
Farmer's Market,Lemons,5.99,"Mclaughlin, Toronto"
No Name,Naturally Imperfect Limes,6.99,"Mclaughlin, Toronto"
PC Organics,Organic Tomato On The Vine Red (1 Bunch),7.92,"Mclaughlin, Toronto"
Well,Cold Pressed Juice C Well,5.99,"Mclaughlin, Toronto"
Marzetti,"Veggie Dip, Ranch",5.99,"Mclaughlin, Toronto"
PC Organics,Organics Baby Cut Carrots,6.49,"Mclaughlin, Toronto"
Unknown,Fresh Banana Strawberry Smoothie,5.99,"Mclaughlin, Toronto"
Unknown,Fuyu Persimmon,2.49,"Mclaughlin, Toronto"
Unknown,Escarole,3.49,"Mclaughlin, Toronto"
Unknown,Spanish Onion,1.81,"Mclaughlin, Toronto"
Unknown,Radishes,2.49,"Mclaughlin, Toronto"
Unknown,Organic Carrots Bunched,4.99,"Mclaughlin, Toronto"
Unknown,Green Beans,4.99,"Mclaughlin, Toronto"
Unknown,Fennel,5.49,"Mclaughlin, Toronto"
Unknown,Radish,2.99,"Mclaughlin, Toronto"
PC Organics,Organics Whole White Mushrooms,8.99,"Mclaughlin, Toronto"
Greenhouse,"Raw, Organic Juice Deep Roots",7.99,"Mclaughlin, Toronto"
Unknown,Organic Medjool Dates,11.99,"Mclaughlin, Toronto"
Unknown,Fruit Salad Large,10.0,"Mclaughlin, Toronto"
Tiffany Gates,Classic Coleslaw,2.29,"Mclaughlin, Toronto"
Unknown,Chocolate Granola Packed Parfait with Mixed Berries,5.0,"Mclaughlin, Toronto"
President's Choice,Jalapeno Hot Peppers,4.99,"Mclaughlin, Toronto"
Unknown,Snow Peas,4.99,"Mclaughlin, Toronto"
Remedy,Peach Kombucha,5.99,"Mclaughlin, Toronto"
Bolthouse,Blue Goodness,6.99,"Mclaughlin, Toronto"
COVE,Organic Raspberry Lemon Kombucha,3.99,"Mclaughlin, Toronto"
Bolthouse,Red Goodness,6.99,"Mclaughlin, Toronto"
The Little Potato Company,Microwave Ready Savoury Herb Potatoes,4.99,"Mclaughlin, Toronto"
Bolthouse,100% Carrot,9.99,"Mclaughlin, Toronto"
Loop,Cold-Pressed Juice Better Together Grapefruit Orange Ginger,8.99,"Mclaughlin, Toronto"
Unknown,Green Swiss Chard,3.99,"Mclaughlin, Toronto"
Unknown,Collard Greens,3.99,"Mclaughlin, Toronto"
Unknown,Organic Leeks,5.99,"Mclaughlin, Toronto"
PC Organics,Organic Asparagus,6.99,"Mclaughlin, Toronto"
Gourmet Garden,"Lightly Dried, Ginger Bowl",5.99,"Mclaughlin, Toronto"
Gourmet Garden,Paste Garlic,5.99,"Mclaughlin, Toronto"
Unknown,Organic Green Kale,4.99,"Mclaughlin, Toronto"
Unknown,Romaine Lettuce,3.49,"Mclaughlin, Toronto"
Unknown,Kohlrabi,3.23,"Mclaughlin, Toronto"
Gourmet Garden,Paste Basil,5.99,"Mclaughlin, Toronto"
Unknown,"Organic, Red Kale",4.99,"Mclaughlin, Toronto"
PC Organics,Organic Rosemary,2.99,"Mclaughlin, Toronto"
Unknown,Organic Rainbow Carrots,5.99,"Mclaughlin, Toronto"
Unknown,Pitted Honey Dates,6.99,"Mclaughlin, Toronto"
President's Choice,Tarragon,2.99,"Mclaughlin, Toronto"
Unknown,"Wonderful Pistachios, Shelled",8.99,"Mclaughlin, Toronto"
Unknown,Organic Rosemary Potted,3.99,"Mclaughlin, Toronto"
Unknown,Baby Bok Choy,4.35,"Mclaughlin, Toronto"
Unknown,Celery Root,4.16,"Mclaughlin, Toronto"
President's Choice,Broccoli Slaw,4.49,"Mclaughlin, Toronto"
Unknown,Organic Green Cabbage,7.68,"Mclaughlin, Toronto"
Unknown,Organic Swiss Chard Greens,4.99,"Mclaughlin, Toronto"
Unknown,Taiwanese Flat Cabbage,4.96,"Mclaughlin, Toronto"
PC Organics,Baby Arugula,4.99,"Mclaughlin, Toronto"
Unknown,Organic Collard Greens,4.99,"Mclaughlin, Toronto"
The Little Potato Company,Oven BBQ Ready Onion Chive Potatoes,4.99,"Mclaughlin, Toronto"
Marzetti,"Veggie Dip, Ranch Snack Pack",6.99,"Mclaughlin, Toronto"
Marzetti,"Veggie Dip, Southwest Ranch",5.99,"Mclaughlin, Toronto"
Farmer's Market,Red Onions,5.49,"Mclaughlin, Toronto"
Unknown,Kiwis,1.09,"Mclaughlin, Toronto"
Marzetti,"Fruit Dip, Cream Cheese",5.99,"Mclaughlin, Toronto"
Unknown,LoBok (Daikon Radish),3.09,"Mclaughlin, Toronto"
Unknown,Red Cabbage,4.96,"Mclaughlin, Toronto"
Unknown,Purple Eggplants,3.13,"Mclaughlin, Toronto"
Unknown,"Cabbage, Green",4.77,"Mclaughlin, Toronto"
Unknown,"Bananas, Bunch",2.0,"Brewery Dist, Edmonton"
Unknown,Strawberries 1LB,6.49,"Brewery Dist, Edmonton"
Unknown,Red Seedless Watermelon,8.99,"Brewery Dist, Edmonton"
Unknown,Green Onion,1.99,"Brewery Dist, Edmonton"
Unknown,Red Cherries,13.71,"Brewery Dist, Edmonton"
Unknown,Asparagus,6.49,"Brewery Dist, Edmonton"
Unknown,Tomato On The Vine Red (1 Bunch),4.68,"Brewery Dist, Edmonton"
Unknown,"Romaine Heart, 3 Pack",3.99,"Brewery Dist, Edmonton"
Unknown,Tomato Beefsteak Red,1.47,"Brewery Dist, Edmonton"
Unknown,Lettuce Iceberg,3.99,"Brewery Dist, Edmonton"
Unknown,Avocados Bag,6.49,"Brewery Dist, Edmonton"
Unknown,Lemon,0.99,"Brewery Dist, Edmonton"
Farmer's Market,Yellow Onions,3.49,"Brewery Dist, Edmonton"
Unknown,Strawberries 2LB,9.99,"Brewery Dist, Edmonton"
Unknown,Red Peppers,2.64,"Brewery Dist, Edmonton"
Unknown,Celery Stalks,3.99,"Brewery Dist, Edmonton"
Unknown,Red Onion,2.44,"Brewery Dist, Edmonton"
Unknown,Zucchini,1.85,"Brewery Dist, Edmonton"
Unknown,"Bi-Colour Corn, Corn on the Cob",0.99,"Brewery Dist, Edmonton"
Unknown,Limes,0.99,"Brewery Dist, Edmonton"
Unknown,Green Seedless Grapes,13.47,"Brewery Dist, Edmonton"
Unknown,Raspberries 1/2 pint,5.49,"Brewery Dist, Edmonton"
Unknown,Cauliflower,5.99,"Brewery Dist, Edmonton"
PC Organics,"Organic Bananas, Bunch",2.88,"Brewery Dist, Edmonton"
Farmer's Market,Grape Tomatoes,4.99,"Brewery Dist, Edmonton"
Unknown,Bartlett Pears,1.38,"Brewery Dist, Edmonton"
Unknown,Blueberries 1 pint,3.99,"Brewery Dist, Edmonton"
Unknown,Sweet Green Peppers,3.08,"Brewery Dist, Edmonton"
Unknown,Roma Tomatoes,0.79,"Brewery Dist, Edmonton"
Unknown,Broccoli Crowns,3.34,"Brewery Dist, Edmonton"
Unknown,Royal Gala Apples,1.38,"Brewery Dist, Edmonton"
Farmer's Market,Corn On The Cob,5.99,"Brewery Dist, Edmonton"
Unknown,Broccoli,4.49,"Brewery Dist, Edmonton"
Unknown,Ginger,2.31,"Brewery Dist, Edmonton"
Farmer's Market,Mini Cucumbers,4.99,"Brewery Dist, Edmonton"
Farmer's Market,Russet Potatoes,8.99,"Brewery Dist, Edmonton"
Unknown,Cantaloupe,4.99,"Brewery Dist, Edmonton"
President's Choice,Ontario Greenhouse-Grown Strawberries,6.99,"Brewery Dist, Edmonton"
Rooster,"Garlic Bulbs, 3-count",1.99,"Brewery Dist, Edmonton"
Unknown,Avocado,1.99,"Brewery Dist, Edmonton"
Unknown,Sweet Potato,3.46,"Brewery Dist, Edmonton"
Unknown,Orange Juice,12.0,"Brewery Dist, Edmonton"
Unknown,Dried Porcini Mushrooms,5.99,"Brewery Dist, Edmonton"
Paramount,"Wonderful Pistachios, Sweet Chili",6.99,"Brewery Dist, Edmonton"
Unknown,Organic Mango,3.49,"Brewery Dist, Edmonton"
Unknown,Avocado Salad,9.0,"Brewery Dist, Edmonton"
Unknown,"Fresh Cut Fruit Salad, Small",7.0,"Brewery Dist, Edmonton"
Unknown,"Diced Papaya, Small",6.0,"Brewery Dist, Edmonton"
President's Choice,Honey Roasted Pistachios,7.99,"Brewery Dist, Edmonton"
Unknown,Steak & Egg Salad,9.0,"Brewery Dist, Edmonton"
Unknown,Tomato Grape Cherub,6.99,"Brewery Dist, Edmonton"
Paramount,No shell BBQ Pistachios,9.99,"Brewery Dist, Edmonton"
Unknown,Red Seedless Grapes,13.08,"Brewery Dist, Edmonton"
Unknown,Fresh Salsa,4.16,"Brewery Dist, Edmonton"
PC Organics,Gala Apples,1.94,"Brewery Dist, Edmonton"
Unknown,Greek Salad Family Size,17.0,"Brewery Dist, Edmonton"
Unknown,McIntosh Apples 3lb Bag,6.99,"Brewery Dist, Edmonton"
Unknown,"Neptune Crab Salad, Mini",5.0,"Brewery Dist, Edmonton"
Farmer's Market,Granny Smith Apples,8.99,"Brewery Dist, Edmonton"
Unknown,Large House Salad,12.0,"Brewery Dist, Edmonton"
Unknown,Large House Cheddar Salad,12.0,"Brewery Dist, Edmonton"
President's Choice,Salad Kit Sweet Kale Club Size,8.99,"Brewery Dist, Edmonton"
Well,Ink. Lemonade Spirulina,5.99,"Brewery Dist, Edmonton"
PC Organics,Organic Lime,5.99,"Brewery Dist, Edmonton"
Earthbound Farms Organic,Asian Salad,7.49,"Brewery Dist, Edmonton"
Unknown,Red Delicious Apples,1.38,"Brewery Dist, Edmonton"
Unknown,Chicken BLT Salad Mini,5.0,"Brewery Dist, Edmonton"
Unknown,"Fresh Apple, Blueberry, Cranberry, Mint Juice",13.0,"Brewery Dist, Edmonton"
Unknown,Tamarinds,5.99,"Brewery Dist, Edmonton"
President's Choice,Ambrosia Apples,1.45,"Brewery Dist, Edmonton"
Unknown,Pineapple Orange Raspberry Juice,6.0,"Brewery Dist, Edmonton"
Unknown,Spaghetti Squash,8.3,"Brewery Dist, Edmonton"
Manns,Snow Peas,5.99,"Brewery Dist, Edmonton"
President's Choice,Southwest Salad Kit,6.99,"Brewery Dist, Edmonton"
President's Choice,Caesar Salad Kit,5.99,"Brewery Dist, Edmonton"
Unknown,Orange Wedges Small,5.0,"Brewery Dist, Edmonton"
Unknown,Curly Parsley,2.69,"Brewery Dist, Edmonton"
Unknown,Red Grapefruit,2.99,"Brewery Dist, Edmonton"
Unknown,Passion Fruit,2.49,"Brewery Dist, Edmonton"
Unknown,Pomegranate,4.99,"Brewery Dist, Edmonton"
Unknown,Honeydew Melon Halves,6.0,"Brewery Dist, Edmonton"
No Name,Naturally Imperfect Mixed Sweet Peppers 2.5lb Bag,5.99,"Brewery Dist, Edmonton"
Unknown,Mixed Berry Blend,6.0,"Brewery Dist, Edmonton"
Unknown,"Fresh Apple, Lemon, Ginger, Turmeric Juice",13.0,"Brewery Dist, Edmonton"
PC Organics,Organics Whole Oyster Mushrooms,4.99,"Brewery Dist, Edmonton"
President's Choice,Chives,3.29,"Brewery Dist, Edmonton"
Unknown,Large Mediterranean Tuna Salad,13.0,"Brewery Dist, Edmonton"
President's Choice,Poblano Hot Peppers,5.99,"Brewery Dist, Edmonton"
Unknown,"Fresh Apple, Carrot, Beet, Lemon Juice",13.0,"Brewery Dist, Edmonton"
Summer Fresh,Loaded Potato Salad,2.29,"Brewery Dist, Edmonton"
President's Choice,Yellow Potatoes,6.99,"Brewery Dist, Edmonton"
Well,Detox 60 ml,3.99,"Brewery Dist, Edmonton"
President's Choice,Baby Spinach,6.99,"Brewery Dist, Edmonton"
Unknown,Jicama,4.23,"Brewery Dist, Edmonton"
President's Choice,Mixed Little Gems,4.99,"Brewery Dist, Edmonton"
Unknown,Carrots & Celery,6.0,"Brewery Dist, Edmonton"
PC Organics,Organics Field Greens Salad Mix,4.99,"Brewery Dist, Edmonton"
Unknown,Premium Chicken Caesar Salad,9.0,"Brewery Dist, Edmonton"
Unknown,Cantaloupe Halves,6.0,"Brewery Dist, Edmonton"
President's Choice,Ranch Pouch 44Ml,0.59,"Brewery Dist, Edmonton"
Farmer's Market,Pink Lady Apples 5lb Bag,11.99,"Brewery Dist, Edmonton"
Unknown,"Fresh Berry Bowl, Small",7.0,"Brewery Dist, Edmonton"
Unknown,Mixed Berry Juice,12.0,"Brewery Dist, Edmonton"
Unknown,Decadent Blueberry Parfait,5.0,"Brewery Dist, Edmonton"
Unknown,Yellow Onions Diced,4.0,"Brewery Dist, Edmonton"
President's Choice,Mixiany Tomato 454G,7.49,"Brewery Dist, Edmonton"
Unknown,"Mushroom Kebab, 2 pack",6.0,"Brewery Dist, Edmonton"
PC Organics,Organic Red Potatoes,6.99,"Brewery Dist, Edmonton"
Taylor Farms,"Chopped Salad Kit, Maple Bourbon Bacon",6.99,"Brewery Dist, Edmonton"
President's Choice,Green Beans,5.99,"Brewery Dist, Edmonton"
PC Organics,Organic Lemons,6.99,"Brewery Dist, Edmonton"
Unknown,Premium Chicken BLT,9.0,"Brewery Dist, Edmonton"
Unknown,Fresh Orange Juice,6.0,"Brewery Dist, Edmonton"
President's Choice,Lettuce Green,3.99,"Brewery Dist, Edmonton"
Unknown,Snack Platter Vegetables,6.0,"Brewery Dist, Edmonton"
Unknown,"Peppers, Mini",4.99,"Brewery Dist, Edmonton"
Unknown,Mini Garden Cheddar Salad,5.0,"Brewery Dist, Edmonton"
President's Choice,Sea Salt Pistachios,7.99,"Brewery Dist, Edmonton"
PC Organics,Organics Whole Cremini Mushrooms,3.49,"Brewery Dist, Edmonton"
Unknown,"Caprese Salad, Mini",10.0,"Brewery Dist, Edmonton"
PC Organics,Organic Broccoli Florets,6.99,"Brewery Dist, Edmonton"
Taylor Farms,"Chopped Salad Kit, Dill Pickle",6.99,"Brewery Dist, Edmonton"
Unknown,Greek Yogurt Parfait,5.0,"Brewery Dist, Edmonton"
Unknown,Premium Garden Veg Romaine,9.0,"Brewery Dist, Edmonton"
President's Choice,Red Fresno Hot Peppers,5.99,"Brewery Dist, Edmonton"
President's Choice,Live Lettuce Boston,3.99,"Brewery Dist, Edmonton"
Tiffany Gates,Greek Quinoa Salad Kit,1.99,"Brewery Dist, Edmonton"
Unknown,Pineapple Cubed Small,6.0,"Brewery Dist, Edmonton"
Unknown,Fresh Green Spinach Mango Smoothie,5.99,"Brewery Dist, Edmonton"
Farmer's Market,Mini Potato Trio,7.99,"Brewery Dist, Edmonton"
Unknown,"Stir Fry Vegetable Mix (Peppers,Mushrooms & Onion Mix)",6.0,"Brewery Dist, Edmonton"
Aurora,Dried Turkish Figs,2.99,"Brewery Dist, Edmonton"
PC Organics,Organics Baby Spinach,6.99,"Brewery Dist, Edmonton"
